Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;Shipping freight;Date added;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Zero price action;Thumbnail;Detailed image;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status;Popularity
"";"en";"384";"Snacks";"0.00";"406.80";"0.000";"100";"1";"0.00";"21 Aug 2019 17:47:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/pina_con_chile.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Piña con Chile</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"385";"Snacks";"0.00";"245.70";"0.000";"100";"1";"0.00";"21 Aug 2019 17:47:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/platano_frito.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Plátano Frito</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"386";"Snacks";"0.00";"245.70";"0.000";"100";"1";"0.00";"21 Aug 2019 17:47:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/platano_frito_con_chile.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Plátano Frito con Chile</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"387";"Snacks";"0.00";"376.50";"0.000";"100";"1";"0.00";"21 Aug 2019 17:47:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/semilla_pepita_tostada_con_sal.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Pepita Tostada con Sal</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"15"
"";"en";"388";"Snacks";"0.00";"132.30";"0.000";"100";"1";"0.00";"21 Aug 2019 17:47:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/frijol_de_soya_con_sal.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Frijol de Soya con Sal</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"390";"Chocolates";"0.00";"719.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mezcla_gourmet_de_almendra_con_chocolate.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mezcla Gourmet de Almendra con Chocolate</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"391";"Chocolates";"0.00";"791.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/almendra_cubierta_de_chocolate_oscuro.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Almendra cubierta de Chocolate Oscuro</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"6"
"";"en";"392";"Chocolates";"0.00";"719.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/almendra_cubierta_de_chocolate_regular.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Almendra cubierta de Chocolate</h1>";"Tienda online de confiteria y dulcesVenta mayoreo y menudeo";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"57"
"";"en";"393";"Chocolates";"0.00";"436.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/cacahuate_trampado.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Cacahuate Trampado</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"394";"Chocolates";"0.00";"558.00";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/granos_de_café_cubiertos_de_chocolate.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Granos de Café cubiertos de Chocolate</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"6"
"";"en";"395";"Chocolates";"0.00";"246.90";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/chocolate_chips.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Chocolate Chips</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"9"
"";"en";"396";"Chocolates";"0.00";"454.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mezcla_gourmet_de_arandanos_con_chocolate.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mezcla Gourmet de Arándanos cubiertos de Chocolate</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"397";"Chocolates";"0.00";"889.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_cubierta_de_chocolate_blanco.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez cubierta de Chocolate Blanco</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"15"
"";"en";"398";"Chocolates";"0.00";"889.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_cubierta_de_chocolate_oscuro.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez cubierta de Chocolate Oscuro</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"12"
"";"en";"399";"Chocolates";"0.00";"889.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_cubierta_de_chocolate_regular.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez cubierta de Chocolate</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"400";"Chocolates";"0.00";"359.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/pasa_cubierta_de_chocolate.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Pasa cubierta de Chocolate</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"18"
"";"en";"401";"Chocolates";"0.00";"555.00";"0.000";"100";"1";"0.00";"21 Aug 2019 18:22:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mezcla_gourmet_de_chocolate_semillas_y_frutas.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mezcla Gourmet de Chocolate, Semillas y Frutas</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"403";"Confitería";"0.00";"484.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/almendra_garapinada.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Almendra Garapiñada</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"48"
"";"en";"405";"Confitería";"0.00";"151.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/cacahuate_garapinado.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Cacahuate Garapiñado</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"21"
"";"en";"406";"Confitería";"0.00";"173.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/cacahuate_garapinado_ajonjoli.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Cacahuate Garapiñado con notas de Ajonjolí</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"6"
"";"en";"407";"Confitería";"0.00";"480.00";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/datil_con_nuez_con_azucar.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Dátil con Nuez y Azúcar</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"9"
"";"en";"408";"Confitería";"0.00";"353.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/perlas_de_chocolate_confitadas_de_menta.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Perlas de Chocolate confitadas de Menta</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"409";"Confitería";"0.00";"229.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mezcla_gourmet_de_semillas_caramelizadas.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mezcla Gourmet de Semillas Caramelizadas</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"410";"Confitería";"0.00";"136.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomitas_corazon_grande.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas en forma Corazón</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"411";"Confitería";"0.00";"136.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomitas_frutas.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Frutas</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"9"
"";"en";"412";"Confitería";"0.00";"143.40";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomitas_de_naranja_en_gajos.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Naranja en Gajos</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"12"
"";"en";"413";"Confitería";"0.00";"136.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomas_lombrices.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Sabores #1</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"9"
"";"en";"414";"Confitería";"0.00";"136.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomas_ositos.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Sabores #2</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"6"
"";"en";"415";"Confitería";"0.00";"520.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/kiwi_glaseado.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Kiwi Glaseado</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"15"
"";"en";"416";"Confitería";"0.00";"416.40";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mango_glaseado.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mango Glaseado</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"18"
"";"en";"418";"Confitería";"0.00";"505.80";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_caramelizada.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez Caramelizada</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"419";"Confitería";"0.00";"505.20";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_garapinada.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez Garapiñada</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"420";"Confitería";"0.00";"433.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/nuez_garapinada_trocitos_6.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez Garapiñada en Trozos</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"421";"Confitería";"0.00";"268.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/papaya.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Papaya en Cuadros</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";"3"
"";"en";"422";"Confitería";"0.00";"321.30";"0.000";"100";"1";"0.00";"21 Aug 2019 18:42:36";"N";"";"N";"B";"N";"R";"";"exim/backup/images/pina_glaseada.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Piña Glaseada en Cuadros</h1>";"";"";"";"";"";"";"";"";"N";"N";"N";"";"";"A";""
"";"en";"423";"Sugar Free";"0.00";"900.30";"0.000";"100";"1";"0.00";"21 Aug 2019 18:46:59";"N";"";"N";"B";"N";"R";"";"exim/backup/images/almendra_cubierta_de_chocolate_semi_oscuro_-_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Almendra cubierta de Chocolate Semi Oscuro Sugar Free</h1>";"";"";"";"";"";"";"";"Chocolates";"Y";"N";"N";"";"";"A";"27"
"";"en";"424";"Sugar Free";"0.00";"600.90";"0.000";"100";"1";"0.00";"21 Aug 2019 18:48:04";"N";"";"N";"B";"N";"R";"";"exim/backup/images/chia_con_chocolate_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Chía cubierta de Chocolate Sugar Free</h1>";"";"";"";"";"";"";"";"Chocolates";"Y";"N";"N";"";"";"A";"6"
"";"en";"425";"Snacks";"0.00";"672.30";"0.000";"100";"1";"0.00";"21 Aug 2019 18:48:41";"N";"";"N";"B";"N";"R";"";"exim/backup/images/coco_con_chile_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Coco con Chile Sugar Free</h1>";"";"";"";"";"";"";"";"Sugar Free";"Y";"N";"N";"";"";"A";"12"
"";"en";"426";"Healthy Snacks";"0.00";"480.00";"0.000";"100";"1";"0.00";"21 Aug 2019 18:50:14";"N";"";"N";"B";"N";"R";"";"exim/backup/images/datil_con_nuez_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Dátil con Nuez Sugar Free</h1>";"";"";"";"";"";"";"";"Sugar Free";"Y";"N";"N";"";"";"A";"9"
"";"en";"427";"Healthy Snacks";"0.00";"816.90";"0.000";"100";"1";"0.00";"21 Aug 2019 18:51:25";"N";"";"N";"B";"N";"R";"";"exim/backup/images/mango_con_chile_sin_azucar.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Mango con Chile Sugar Free</h1>";"";"";"";"";"";"";"";"Sugar Free";"Y";"N";"N";"";"";"A";"15"
"";"en";"428";"Chocolates";"0.00";"1090.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:52:31";"N";"";"N";"B";"N";"R";"";"exim/backup/images/almendra_cubierta_de_chocolate_semi_oscuro_-_sugar_free_f1dq-8h.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Nuez cubierta de Chocolate Semi Oscuro Sugar Free</h1>";"";"";"";"";"";"";"";"Sugar Free";"Y";"N";"N";"";"";"A";"33"
"";"en";"429";"Sugar Free";"0.00";"586.50";"0.000";"100";"1";"0.00";"21 Aug 2019 18:53:29";"N";"";"N";"B";"N";"R";"";"exim/backup/images/pasa_cubierta_de_chocolate_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Pasa cubierta de Chocolate Sugar Free</h1>";"";"";"";"";"";"";"";"Chocolates";"Y";"N";"N";"";"";"A";"18"
"";"en";"430";"Chocolates";"0.00";"548.10";"0.000";"100";"1";"0.00";"21 Aug 2019 18:54:16";"N";"";"N";"B";"N";"R";"";"exim/backup/images/quinoa_cubierta_de_chocolate_sugar_free.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Quinoa cubierta de Chocolate Sugar Free</h1>";"";"";"";"";"";"";"";"Sugar Free";"Y";"N";"N";"";"";"A";"30"
"";"en";"431";"Snacks";"0.00";"113.40";"0.000";"100";"1";"0.00";"21 Aug 2019 19:00:15";"N";"";"N";"B";"N";"R";"";"exim/backup/images/cacahuate_tostado.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Cacahuate Tostado</h1>";"";"";"";"";"";"";"";"Healthy Snacks";"Y";"N";"N";"";"";"A";"30"
"";"en";"433";"Snacks";"0.00";"132.30";"0.000";"100";"1";"0.00";"21 Aug 2019 19:01:01";"N";"";"N";"B";"N";"R";"";"exim/backup/images/chicharo_tostados_con_sal.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Chícharos Tostados con Sal</h1>";"";"";"";"";"";"";"";"Healthy Snacks";"Y";"N";"N";"";"";"A";"36"
"";"en";"434";"Snacks";"0.00";"283.50";"0.000";"100";"1";"0.00";"21 Aug 2019 19:01:48";"N";"";"N";"B";"N";"R";"";"exim/backup/images/pepita_de_calabaza_cruda_nac.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Pepita de Calabaza Natural</h1>";"";"";"";"";"";"";"";"Healthy Snacks";"Y";"N";"N";"";"";"A";"18"
"";"en";"435";"Confitería";"0.00";"269.10";"0.000";"100";"1";"0.00";"21 Aug 2019 19:03:44";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomitas_de_frutas_con_chile.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Frutas con Chile</h1>";"";"";"";"";"";"";"";"Snacks";"Y";"N";"N";"";"";"A";"45"
"";"en";"436";"Confitería";"0.00";"143.40";"0.000";"100";"1";"0.00";"21 Aug 2019 19:04:01";"N";"";"N";"B";"N";"R";"";"exim/backup/images/gomitas_de_naranja_en_gajos_con_chile_ku7f-q1.jpg#{[ar]:;[de]:;[en]:;[es]:;[ja]:;}";"<h1>Gomitas de Naranja en Gajos con Chile</h1>";"";"";"";"";"";"";"";"Snacks";"N";"N";"N";"";"";"A";"56"
